UserID_Day_Month_Hour,Target
User1_Wed_3_0,0
User1_Wed_3_6,0
User1_Wed_3_12,0
User1_Wed_3_18,0
User11_Wed_3_0,0
User11_Wed_3_6,0
User15_Wed_3_0,0
User15_Wed_3_6,0
User15_Wed_3_12,0
User16_Wed_3_0,0
User16_Wed_3_6,0
User16_Wed_3_12,0
User16_Wed_3_18,0
User20_Wed_3_0,0
User20_Wed_3_6,0
User20_Wed_3_12,0
User28_Wed_3_0,0
User28_Wed_3_6,0
User28_Wed_3_12,0
User33_Wed_3_0,0
User33_Wed_3_6,0
User33_Wed_3_12,0
User38_Wed_3_0,0
User38_Wed_3_6,0
User39_Wed_3_0,0
User39_Wed_3_6,0
User39_Wed_3_12,0
User43_Wed_3_0,0
User43_Wed_3_6,0
User43_Wed_3_12,0
User45_Wed_3_0,0
User45_Wed_3_6,0
User45_Wed_3_12,0
User48_Wed_3_0,0
User48_Wed_3_6,0
User48_Wed_3_12,0
User51_Wed_3_0,0
User51_Wed_3_6,0
User53_Wed_3_0,0
User53_Wed_3_6,0
User53_Wed_3_12,0
User59_Wed_3_0,0
User59_Wed_3_6,0
User59_Wed_3_12,0
User62_Wed_3_0,0
User62_Wed_3_6,0
User63_Wed_3_0,0
User63_Wed_3_6,0
User63_Wed_3_12,0
User68_Wed_3_0,0
User68_Wed_3_6,0
User70_Wed_3_0,0
User70_Wed_3_6,0
User70_Wed_3_12,0
User80_Wed_3_0,0
User80_Wed_3_6,0
User80_Wed_3_12,0
User80_Wed_3_18,0
User91_Wed_3_0,0
User91_Wed_3_6,0
User92_Wed_3_0,0
User92_Wed_3_6,0
User92_Wed_3_12,0
User96_Wed_3_0,0
User96_Wed_3_6,0
User96_Wed_3_12,0
User101_Wed_3_0,0
User101_Wed_3_6,0
User102_Wed_3_0,0
User103_Wed_3_0,0
User103_Wed_3_6,0
User103_Wed_3_12,0
User106_Wed_3_0,0
User106_Wed_3_6,0
User107_Wed_3_0,0
User107_Wed_3_6,0
User107_Wed_3_12,0
User111_Wed_3_0,0
User111_Wed_3_6,0
User111_Wed_3_12,0
User112_Wed_3_0,0
User112_Wed_3_6,0
User118_Wed_3_0,0
User118_Wed_3_6,0
User123_Wed_3_0,0
User123_Wed_3_6,0
User124_Wed_3_0,0
User124_Wed_3_6,0
User124_Wed_3_12,0
User128_Wed_3_0,0
User128_Wed_3_6,0
User128_Wed_3_12,0
User128_Wed_3_18,0
User129_Wed_3_0,0
User129_Wed_3_6,0
User129_Wed_3_12,0
User132_Wed_3_0,0
User132_Wed_3_6,0
User132_Wed_3_12,0
User132_Wed_3_18,0
User134_Wed_3_0,0
User134_Wed_3_6,0
User134_Wed_3_12,0
User138_Wed_3_0,0
User138_Wed_3_6,0
User138_Wed_3_12,0
User139_Wed_3_0,0
User139_Wed_3_6,0
User139_Wed_3_12,0
User139_Wed_3_18,0
User143_Wed_3_0,0
User143_Wed_3_6,0
User149_Wed_3_0,0
User149_Wed_3_6,0
User149_Wed_3_12,0
User150_Wed_3_0,0
User150_Wed_3_6,0
User150_Wed_3_12,0
User152_Wed_3_0,0
User152_Wed_3_6,0
User152_Wed_3_12,0
User154_Wed_3_0,0
User154_Wed_3_6,0
User157_Wed_3_0,0
User157_Wed_3_6,0
User157_Wed_3_12,0
User158_Wed_3_0,0
User158_Wed_3_6,0
User160_Wed_3_0,0
User160_Wed_3_6,0
User160_Wed_3_12,0
User165_Wed_3_0,0
User165_Wed_3_6,0
User165_Wed_3_12,0
User166_Wed_3_0,0
User166_Wed_3_6,0
User166_Wed_3_12,0
User169_Wed_3_0,0
User169_Wed_3_6,0
User171_Wed_3_0,0
User171_Wed_3_6,0
User172_Wed_3_0,0
User172_Wed_3_6,0
User176_Wed_3_0,0
User176_Wed_3_6,0
User176_Wed_3_12,0
User179_Wed_3_0,0
User179_Wed_3_6,0
User179_Wed_3_12,0
User181_Wed_3_0,0
User181_Wed_3_6,0
User181_Wed_3_12,0
User183_Wed_3_0,0
User183_Wed_3_6,0
User184_Wed_3_0,0
User184_Wed_3_6,0
User186_Wed_3_0,0
User186_Wed_3_6,0
User191_Wed_3_0,0
User191_Wed_3_6,0
User191_Wed_3_12,0
User193_Wed_3_0,0
User193_Wed_3_6,0
User193_Wed_3_12,0
User198_Wed_3_0,0
User198_Wed_3_6,0
User198_Wed_3_12,0
User199_Wed_3_0,0
User199_Wed_3_6,0
User199_Wed_3_12,0
User203_Wed_3_0,0
User203_Wed_3_6,0
User203_Wed_3_12,0
User211_Wed_3_0,0
User211_Wed_3_6,0
User211_Wed_3_12,0
User213_Wed_3_0,0
User213_Wed_3_6,0
User215_Wed_3_0,0
User215_Wed_3_6,0
User215_Wed_3_12,0
User226_Wed_3_0,0
User226_Wed_3_6,0
User226_Wed_3_12,0
User231_Wed_3_0,0
User231_Wed_3_6,0
User231_Wed_3_12,0
User237_Wed_3_0,0
User237_Wed_3_6,0
User239_Wed_3_0,0
User239_Wed_3_6,0
User240_Wed_3_0,0
User240_Wed_3_6,0
User240_Wed_3_12,0
User249_Wed_3_0,0
User249_Wed_3_6,0
User249_Wed_3_12,0
User252_Wed_3_0,0
User252_Wed_3_6,0
User252_Wed_3_12,0
User256_Wed_3_0,0
User256_Wed_3_6,0
User259_Wed_3_0,0
User259_Wed_3_6,0
User259_Wed_3_12,0
User259_Wed_3_18,0
User262_Wed_3_0,0
User262_Wed_3_6,0
User271_Wed_3_0,0
User271_Wed_3_6,0
User271_Wed_3_12,0
User272_Wed_3_0,0
User272_Wed_3_6,0
User272_Wed_3_12,0
User276_Wed_3_0,0
User276_Wed_3_6,0
User282_Wed_3_0,0
User282_Wed_3_6,0
User282_Wed_3_12,0
User290_Wed_3_0,0
User290_Wed_3_6,0
User290_Wed_3_12,0
User291_Wed_3_0,0
User291_Wed_3_6,0
User291_Wed_3_12,0
User298_Wed_3_0,0
User298_Wed_3_6,0
User300_Wed_3_0,0
User300_Wed_3_6,0
User300_Wed_3_12,0
User305_Wed_3_0,0
User305_Wed_3_6,0
User307_Wed_3_0,0
User307_Wed_3_6,0
User307_Wed_3_12,0
User309_Wed_3_0,0
User309_Wed_3_6,0
User311_Wed_3_0,0
User311_Wed_3_6,0
User312_Wed_3_0,0
User312_Wed_3_6,0
User326_Wed_3_0,0
User326_Wed_3_6,0
User326_Wed_3_12,0
User326_Wed_3_18,0
User334_Wed_3_0,0
User334_Wed_3_6,0
User337_Wed_3_0,0
User337_Wed_3_6,0
User337_Wed_3_12,0
User338_Wed_3_0,0
User338_Wed_3_6,0
User338_Wed_3_12,0
User339_Wed_3_0,0
User339_Wed_3_6,0
User339_Wed_3_12,0
User340_Wed_3_0,0
User340_Wed_3_6,0
User340_Wed_3_12,0
User342_Wed_3_0,0
User342_Wed_3_6,0
User342_Wed_3_12,0
User349_Wed_3_0,0
User349_Wed_3_6,0
User349_Wed_3_12,0
User358_Wed_3_0,0
User366_Wed_3_0,0
User366_Wed_3_6,0
User366_Wed_3_12,0
User367_Wed_3_0,0
User367_Wed_3_6,0
User371_Wed_3_0,0
User371_Wed_3_6,0
User375_Wed_3_0,0
User375_Wed_3_6,0
User377_Wed_3_0,0
User377_Wed_3_6,0
User377_Wed_3_12,0
User389_Wed_3_0,0
User389_Wed_3_6,0
User389_Wed_3_12,0
User390_Wed_3_0,0
User390_Wed_3_6,0
User390_Wed_3_12,0
User392_Wed_3_0,0
User392_Wed_3_6,0
User392_Wed_3_12,0
User394_Wed_3_0,0
User394_Wed_3_6,0
User394_Wed_3_12,0
User395_Wed_3_0,0
User395_Wed_3_6,0
User395_Wed_3_12,0
User397_Wed_3_0,0
User397_Wed_3_6,0
User397_Wed_3_12,0
User402_Wed_3_0,0
User402_Wed_3_6,0
User404_Wed_3_0,0
User404_Wed_3_6,0
User404_Wed_3_12,0
User405_Wed_3_0,0
User405_Wed_3_6,0
User405_Wed_3_12,0
User406_Wed_3_0,0
User406_Wed_3_6,0
User410_Wed_3_0,0
User410_Wed_3_6,0
User410_Wed_3_12,0
User413_Wed_3_0,0
User413_Wed_3_6,0
User416_Wed_3_0,0
User416_Wed_3_6,0
User416_Wed_3_12,0
User419_Wed_3_0,0
User419_Wed_3_6,0
User419_Wed_3_12,0
User420_Wed_3_0,0
User422_Wed_3_0,0
User422_Wed_3_6,0
User422_Wed_3_12,0
User426_Wed_3_0,0
User428_Wed_3_0,0
User428_Wed_3_6,0
User431_Wed_3_0,0
User431_Wed_3_6,0
User431_Wed_3_12,0
User437_Wed_3_0,0
User437_Wed_3_6,0
User437_Wed_3_12,0
User442_Wed_3_0,0
User442_Wed_3_6,0
User442_Wed_3_12,0
User444_Wed_3_0,0
User444_Wed_3_6,0
User454_Wed_3_0,0
User454_Wed_3_6,0
User454_Wed_3_12,0
User455_Wed_3_0,0
User455_Wed_3_6,0
User460_Wed_3_0,0
User460_Wed_3_6,0
User460_Wed_3_12,0
User462_Wed_3_0,0
User462_Wed_3_6,0
User462_Wed_3_12,0
User467_Wed_3_0,0
User467_Wed_3_6,0
User469_Wed_3_0,0
User469_Wed_3_6,0
User469_Wed_3_12,0
User471_Wed_3_0,0
User475_Wed_3_0,0
User475_Wed_3_6,0
User475_Wed_3_12,0
User476_Wed_3_0,0
User476_Wed_3_6,0
User476_Wed_3_12,0
User479_Wed_3_0,0
User479_Wed_3_6,0
User483_Wed_3_0,0
User483_Wed_3_6,0
User483_Wed_3_12,0
User484_Wed_3_0,0
User484_Wed_3_6,0
User490_Wed_3_0,0
User490_Wed_3_6,0
User490_Wed_3_12,0
User490_Wed_3_18,0
User492_Wed_3_0,0
User492_Wed_3_6,0
User492_Wed_3_12,0
User493_Wed_3_0,0
User493_Wed_3_6,0
User493_Wed_3_12,0
User496_Wed_3_0,0
User496_Wed_3_6,0
User497_Wed_3_0,0
User497_Wed_3_6,0
User497_Wed_3_12,0
User497_Wed_3_18,0
User499_Wed_3_0,0
User499_Wed_3_6,0
User501_Wed_3_0,0
User501_Wed_3_6,0
User503_Wed_3_0,0
User503_Wed_3_6,0
User503_Wed_3_12,0
User507_Wed_3_0,0
User507_Wed_3_6,0
User507_Wed_3_12,0
User509_Wed_3_0,0
User509_Wed_3_6,0
User513_Wed_3_0,0
User513_Wed_3_6,0
User519_Wed_3_0,0
User519_Wed_3_6,0
User519_Wed_3_12,0
User530_Wed_3_0,0
User530_Wed_3_6,0
User530_Wed_3_12,0
User532_Wed_3_0,0
User532_Wed_3_6,0
User532_Wed_3_12,0
User533_Wed_3_0,0
User533_Wed_3_6,0
User534_Wed_3_0,0
User534_Wed_3_6,0
User534_Wed_3_12,0
User542_Wed_3_0,0
User542_Wed_3_6,0
User542_Wed_3_12,0
User546_Wed_3_0,0
User546_Wed_3_6,0
User554_Wed_3_0,0
User554_Wed_3_6,0
User554_Wed_3_12,0
User554_Wed_3_18,0
User556_Wed_3_0,0
User556_Wed_3_6,0
User556_Wed_3_12,0
User558_Wed_3_0,0
User558_Wed_3_6,0
User558_Wed_3_12,0
User559_Wed_3_0,0
User559_Wed_3_6,0
User559_Wed_3_12,0
User563_Wed_3_0,0
User563_Wed_3_6,0
User563_Wed_3_12,0
User564_Wed_3_0,0
User566_Wed_3_0,0
User566_Wed_3_6,0
User566_Wed_3_12,0
User569_Wed_3_0,0
User569_Wed_3_6,0
User569_Wed_3_12,0
User572_Wed_3_0,0
User572_Wed_3_6,0
User572_Wed_3_12,0
User574_Wed_3_0,0
User574_Wed_3_6,0
User574_Wed_3_12,0
User579_Wed_3_0,0
User579_Wed_3_6,0
User581_Wed_3_0,0
User581_Wed_3_6,0
User581_Wed_3_12,0
User583_Wed_3_0,0
User583_Wed_3_6,0
User583_Wed_3_12,0
User584_Wed_3_0,0
User584_Wed_3_6,0
User584_Wed_3_12,0
User594_Wed_3_0,0
User594_Wed_3_6,0
User596_Wed_3_0,0
User596_Wed_3_6,0
User602_Wed_3_0,0
User602_Wed_3_6,0
User602_Wed_3_12,0
User604_Wed_3_0,0
User604_Wed_3_6,0
User605_Wed_3_0,0
User605_Wed_3_6,0
User605_Wed_3_12,0
User607_Wed_3_0,0
User607_Wed_3_6,0
User610_Wed_3_0,0
User610_Wed_3_6,0
User616_Wed_3_0,0
User616_Wed_3_6,0
User618_Wed_3_0,0
User618_Wed_3_6,0
User618_Wed_3_12,0
User620_Wed_3_0,0
User620_Wed_3_6,0
User622_Wed_3_0,0
User622_Wed_3_6,0
User622_Wed_3_12,0
User622_Wed_3_18,0
User623_Wed_3_0,0
User623_Wed_3_6,0
User628_Wed_3_0,0
User628_Wed_3_6,0
User629_Wed_3_0,0
User629_Wed_3_6,0
User630_Wed_3_0,0
User630_Wed_3_6,0
User630_Wed_3_12,0
User632_Wed_3_0,0
User632_Wed_3_6,0
User632_Wed_3_12,0
User641_Wed_3_0,0
User650_Wed_3_0,0
User658_Wed_3_0,0
User658_Wed_3_6,0
User659_Wed_3_0,0
User659_Wed_3_6,0
User659_Wed_3_12,0
User660_Wed_3_0,0
User660_Wed_3_6,0
User660_Wed_3_12,0
User667_Wed_3_0,0
User667_Wed_3_6,0
User674_Wed_3_0,0
User674_Wed_3_6,0
User674_Wed_3_12,0
User676_Wed_3_0,0
User676_Wed_3_6,0
User676_Wed_3_12,0
User676_Wed_3_18,0
User677_Wed_3_0,0
User677_Wed_3_6,0
User677_Wed_3_12,0
User678_Wed_3_0,0
User678_Wed_3_6,0
User678_Wed_3_12,0
User682_Wed_3_0,0
User682_Wed_3_6,0
User682_Wed_3_12,0
User687_Wed_3_0,0
User687_Wed_3_6,0
User687_Wed_3_12,0
User687_Wed_3_18,0
User689_Wed_3_0,0
User689_Wed_3_6,0
User689_Wed_3_12,0
User690_Wed_3_0,0
User690_Wed_3_6,0
User690_Wed_3_12,0
User692_Wed_3_0,0
User692_Wed_3_6,0
User695_Wed_3_0,0
User695_Wed_3_6,0
User705_Wed_3_0,0
User705_Wed_3_6,0
User705_Wed_3_12,0
User706_Wed_3_0,0
User706_Wed_3_6,0
User706_Wed_3_12,0
User709_Wed_3_0,0
User709_Wed_3_6,0
User709_Wed_3_12,0
User710_Wed_3_0,0
User710_Wed_3_6,0
User710_Wed_3_12,0
User715_Wed_3_0,0
User715_Wed_3_6,0
User715_Wed_3_12,0
User716_Wed_3_0,0
User716_Wed_3_6,0
User716_Wed_3_12,0
User718_Wed_3_0,0
User718_Wed_3_6,0
User718_Wed_3_12,0
User732_Wed_3_0,0
User732_Wed_3_6,0
User732_Wed_3_12,0
User733_Wed_3_0,0
User733_Wed_3_6,0
User733_Wed_3_12,0
User737_Wed_3_0,0
User737_Wed_3_6,0
User737_Wed_3_12,0
User739_Wed_3_0,0
User739_Wed_3_6,0
User739_Wed_3_12,0
